weight;word;color;url
295;<writer, occupation, Songwriter>;;
834;<extra, subject, 21st-century_American_singers>;;
202;<writer, subject, American_people_of_Russian-Jewish_descent>;;
788;<writer, birthPlace, New_York_City>;;
541;<rev, subject, 1991_establishments_in_California>;;
892;<studio, Touchstone_Pictures>;;
1447;<subject, Touchstone_Pictures_films>;;
372;<subject, Films_about_weddings>;;
298;<editing, Bruce_Green>;;
1127;<productionCompany, Touchstone_Pictures>;;
601;<subject, Films_set_in_Massachusetts>;;
623;<starring, Drew_Barrymore>;;
499;<subject, Films_set_in_Seattle>;;
1434;<subject, Films_shot_in_Washington_(state)>;;
1947;<subject, American_romantic_comedy_films>;;
447;<subject, American_Christmas_comedy_films>;;
2445;<subject, Films_shot_in_New_York_City>;;
146;<starring, Whoopi_Goldberg>;;
358;<subject, Films_set_in_Pennsylvania>;;
2099;<subject, Silver_Pictures_films>;;
916;<studio, Silver_Pictures>;;
2079;<subject, Films_produced_by_Joel_Silver>;;
3150;<producer, Joel_Silver>;;
5523;<subject, American_chase_films>;;
1260;<productionCompany, Silver_Pictures>;;
4934;<subject, American_action_thriller_films>;;
2798;<subject, 1999_comedy_films>;;
1186;<subject, Films_set_in_San_Francisco>;;
800;<subject, Films_set_in_the_San_Francisco_Bay_Area>;;
667;<distributor, Buena_Vista_Pictures>;;
869;<cinematography, Dante_Spinotti>;;
4273;<subject, American_films>;;
2369;<subject, Films_shot_in_San_Francisco>;;
334;<starring, Juliette_Lewis>;;
888;<starring, Diane_Keaton>;;
155;<starring, Matt_Dillon>;;
224;<subject, Films_shot_in_Minnesota>;;
1637;<genre, Soundtrack>;;
512;<subject, 1996_drama_films>;;
270;<starring, Michael_Rapaport>;;
1987;<subject, Films_shot_in_New_Mexico>;;
487;<subject, American_road_movies>;;
960;<subject, 1995_drama_films>;;
131;<subject, 1995_romantic_drama_films>;;
365;<subject, 1990s_road_movies>;;
1024;<subject, American_coming-of-age_films>;;
223;<subject, Films_set_in_Washington_(state)>;;
510;<subject, Films_about_witchcraft>;;
197;<productionCompany, Village_Roadshow_Pictures>;;
2209;<music, Alan_Silvestri>;;
2147;<musicComposer, Alan_Silvestri>;;
608;<subject, Village_Roadshow_Pictures_films>;;
134;<starring, Aidan_Quinn>;;
2072;<subject, Films_scored_by_Alan_Silvestri>;;
192;<subject, American_fantasy_comedy-drama_films>;;
176;<starring, Bill_Murray>;;
998;<subject, American_fantasy-comedy_films>;;
1870;<musicComposer, Danny_Elfman>;;
781;<subject, Films_set_in_the_1980s>;;
77;<starring, Alfre_Woodard>;;
939;<cinematography, Michael_Chapman_(cinematographer)>;;
1484;<subject, Films_set_in_the_1970s>;;
1445;<subject, Films_set_in_the_1960s>;;
1218;<subject, Films_set_in_the_1950s>;;
683;<subject, 1988_films>;;
1855;<music, Danny_Elfman>;;
621;<subject, American_ghost_films>;;
527;<subject, Films_about_television>;;
8530;<distributor, Paramount_Pictures>;;
1766;<subject, Films_scored_by_Danny_Elfman>;;
5928;<subject, Paramount_Pictures_films>;;
187;<subject, 1988_comedy_films>;;
156;<editing, William_Steinkamp>;;
229;<subject, 1980s_fantasy-comedy_films>;;
1510;<subject, Films_set_in_Chicago>;;
179;<subject, Films_produced_by_Roger_Birnbaum>;;
247;<producer, Roger_Birnbaum>;;
228;<studio, Hollywood_Pictures>;;
344;<starring, Bill_Pullman>;;
67;<starring, Jack_Warden>;;
675;<subject, Rail_transport_films>;;
464;<subject, Hollywood_Pictures_films>;;
297;<productionCompany, Hollywood_Pictures>;;
404;<subject, 1995_comedy_films>;;
141;<productionCompany, Caravan_Pictures>;;
176;<subject, Films_scored_by_Randy_Edelman>;;
238;<subject, New_Year_films>;;
157;<subject, Caravan_Pictures_films>;;
171;<musicComposer, Randy_Edelman>;;
1312;<subject, Films_shot_in_Chicago>;;
109;<studio, Caravan_Pictures>;;
145;<music, Randy_Edelman>;;
831;<productionCompany, StudioCanal>;;
4140;<subject, Films_shot_in_Arizona>;;
10256;<subject, core#broader, American_action_films>;;
4138;<starring, subject, American_male_video_game_actors>;;
7783;<musicComposer, subject, Annie_Award_winners>;;
7568;<editing, subject, Living_people>;;
10877;<musicComposer, subject, Decca_Records_artists>;;
17070;<director, subject, Action_film_directors>;;
6476;<music, subject, Annie_Award_winners>;;
42990;<director, subject, Science_fiction_film_directors>;;
10147;<music, subject, Decca_Records_artists>;;
5367;<subject, core#broader, American_science_fiction_films>;;
103;<starring, subject, Novelists_from_California>;;
318;<starring, subject, 20th-century_American_novelists>;;
8490;<writer, subject, Science_fiction_film_directors>;;
2643;<subject, core#broader, 1990s_action_films>;;
8201;<subject, American_science_fiction_action_films>;;
11567;<subject, Hugo_Award_for_Best_Dramatic_Presentation_winning_works>;;
10176;<musicComposer, subject, Juilliard_School_alumni>;;
11788;<musicComposer, subject, American_music_arrangers>;;
550;<starring, subject, People_with_bipolar_disorder>;;
14888;<music, subject, 20th-century_classical_pianists>;;
14183;<musicComposer, subject, 21st-century_classical_pianists>;;
1829;<subject, core#broader, Science_fiction_films>;;
2337;<writer, subject, American_film_producers>;;
13399;<musicComposer, subject, Male_classical_pianists>;;
5096;<subject, core#broader, Films_by_technology>;;
3756;<subject, core#broader, Science_fiction_films_by_series>;;
12636;<music, subject, 21st-century_classical_pianists>;;
12106;<music, subject, Male_classical_pianists>;;
6219;<subject, core#broader, Action_films_by_series>;;
1507;<subject, core#broader, Science_fiction_action_films>;;
10574;<music, subject, American_male_classical_composers>;;
10479;<musicComposer, subject, American_male_classical_composers>;;
814;<subject, core#broader, Animated_films>;;
3031;<subject, core#broader, Science_fiction_action_films_by_country>;;
11081;<musicComposer, subject, 20th-century_classical_pianists>;;
11329;<musicComposer, subject, American_classical_pianists>;;
6353;<musicComposer, subject, Brit_Award_winners>;;
9891;<music, subject, American_classical_pianists>;;
2759;<subject, core#broader, Films>;;
5963;<musicComposer, subject, Warner_Records_artists>;;
1881;<subject, core#broader, Science_fiction_action_films_by_decade>;;
3207;<subject, core#broader, Hugo_Award-winning_works>;;
112;<starring, subject, Novelists_from_New_York_(state)>;;
2485;<starring, subject, 21st-century_American_male_writers>;;
411;<starring, subject, 21st-century_American_novelists>;;
8040;<editing, subject, American_film_editors>;;
3082;<starring, subject, 1956_births>;;
10027;<musicComposer, subject, Male_television_composers>;;
1449;<starring, subject, 20th-century_American_male_writers>;;
9360;<music, subject, Male_television_composers>;;
8095;<editing, subject, American_Cinema_Editors>;;
19759;<subject, Films_scored_by_John_Williams>;;
19697;<musicComposer, John_Williams>;;
19676;<music, John_Williams>;;
17686;<subject, Films_that_won_the_Best_Sound_Mixing_Academy_Award>;;
5616;<subject, American_space_adventure_films>;;
4631;<subject, Films_using_stop-motion_animation>;;
1858;<subject, core#broader, Wikipedia_categories_named_after_films>;;
1146;<subject, core#broader, American_science_fiction_adventure_films>;;
15828;<music, subject, American_classical_trombonists>;;
1818;<starring, subject, Inkpot_Award_winners>;;
6149;<subject, core#broader, English-language_films>;;
15081;<musicComposer, sameAs, 102340285>;;
291;<starring, occupation, Voice_actor>;;
1129;<subject, core#broader, American_space_opera_films>;;
14985;<music, subject, United_States_Air_Force_airmen>;;
14928;<musicComposer, subject, UCLA_School_of_the_Arts_and_Architecture_alumni>;;
14968;<music, subject, 21st-century_trombonists>;;
525;<subject, core#broader, Stop_motion>;;
1569;<starring, subject, California_Democrats>;;
1409;<subject, core#broader, Space_adventure_films>;;
15522;<music, homepage, >;;
14984;<musicComposer, subject, Kennedy_Center_honorees>;;
87;<starring, birthPlace, Burbank,_California>;;
484;<subject, core#broader, Films_with_live_action_and_animation>;;
14641;<music, subject, Deutsche_Grammophon_artists>;;
28827;<musicComposer, spouse, Barbara_Ruick>;;
15212;<music, subject, Male_trombonists>;;
10750;<music, subject, American_music_arrangers>;;
12955;<music, subject, 1932_births>;;
14046;<music, subject, AFI_Life_Achievement_Award_recipients>;;
13968;<musicComposer, subject, AFI_Life_Achievement_Award_recipients>;;
13880;<music, subject, People_from_Queens,_New_York>;;
9392;<music, subject, American_classical_composers>;;
13666;<musicComposer, depiction, John_Williams_tux.jpg>;;
13516;<musicComposer, subject, Recipients_of_the_Olympic_Order>;;
13330;<music, title, Boston_Pops_Orchestra>;;
12063;<musicComposer, subject, DreamWorks_Records_artists>;;
2025;<writer, subject, Science_fiction_fans>;;
12329;<music, subject, Sony_Classical_Records_artists>;;
411;<producer, subject, Lucasfilm_people>;;
7596;<studio, type, Subsidiary>;;
12657;<music, subject, Composers_for_piano>;;
12741;<music, subject, People_from_Floral_Park,_New_York>;;
13414;<music, subject, MCA_Records_artists>;;
478;<subject, core#broader, Science_fiction_films_by_year>;;
12496;<music, subject, John_Williams>;;
12321;<musicComposer, subject, 20th-century_trombonists>;;
12235;<musicComposer, subject, 21st-century_trombonists>;;
12235;<music, subject, Recipients_of_the_Olympic_Order>;;
12218;<musicComposer, subject, People_from_Floral_Park,_New_York>;;
12195;<musicComposer, birthPlace, Floral_Park,_New_York>;;
13421;<musicComposer, subject, Male_trombonists>;;
12028;<musicComposer, subject, Edison_Classical_Music_Awards_Oeuvreprijs_winners>;;
5045;<studio, keyPerson, Kathleen_Kennedy_(producer)>;;
15792;<subject, Films_that_won_the_Best_Visual_Effects_Academy_Award>;;
15296;<subject, Films_that_won_the_Best_Sound_Editing_Academy_Award>;;
7850;<starring, Harrison_Ford>;;
7608;<subject, American_action_adventure_films>;;
8195;<studio, Lucasfilm>;;
6574;<subject, 20th_Century_Fox_films>;;
7701;<subject, American_science_fiction_adventure_films>;;
8169;<subject, Lucasfilm_films>;;
5487;<distributor, 20th_Century_Studios>;;
10471;<subject, American_epic_films>;;
4091;<subject, American_science_fiction_war_films>;;
1325;<producer, Jerry_Bruckheimer>;;
1273;<subject, Films_produced_by_Jerry_Bruckheimer>;;
2224;<subject, 1990s_action_thriller_films>;;
879;<starring, Gene_Hackman>;;
1938;<editing, Chris_Lebenzon>;;
2548;<subject, 1998_films>;;
17013;<subject, BAFTA_winners_(films)>;;
2760;<editing, Paul_Hirsch_(film_editor)>;;
6426;<subject, Films_shot_in_England>;;
2908;<subject, 1990s_chase_films>;;
1015;<subject, Techno-thriller_films>;;
3367;<subject, 1990s_science_fiction_action_films>;;
2020;<editing, Mark_Goldblatt>;;
2912;<subject, Fictional_portrayals_of_the_Los_Angeles_Police_Department>;;
3393;<subject, Articles_containing_video_clips>;;
1726;<subject, TriStar_Pictures_films>;;
2234;<subject, Girls_with_guns_films>;;
2855;<distributor, TriStar_Pictures>;;
4176;<subject, Films_set_in_Los_Angeles>;;
6142;<subject, Films_shot_at_Elstree_Studios>;;
3333;<subject, Films_featuring_puppetry>;;
2210;<subject, 1980s_science_fiction_action_films>;;
6311;<subject, Films_shot_in_California>;;
4162;<subject, Films_that_won_the_Best_Costume_Design_Academy_Award>;;
1721;<subject, Fictional-language_films>;;
1498;<subject, Films_shot_at_Shepperton_Studios>;;
6909;<subject, Films_that_won_the_Best_Original_Score_Academy_Award>;;
7542;<subject, Films_whose_art_director_won_the_Best_Art_Direction_Academy_Award>;;
1788;<subject, 1977_films>;;
11311;<subject, Films_whose_editor_won_the_Best_Film_Editing_Academy_Award>;;
732;<subject, American_political_thriller_films>;;
209;<subject, Films_about_computing>;;
156;<subject, Films_shot_in_Baltimore>;;
729;<starring, Jon_Voight>;;
124;<subject, Films_set_in_Baltimore>;;
240;<starring, Gabriel_Byrne>;;
26923;<director, Steven_Spielberg>;;
2190;<starring, Samuel_L._Jackson>;;
8211;<subject, Amblin_Entertainment_films>;;
22594;<editing, Michael_Kahn_(film_editor)>;;
1538;<subject, Films_set_in_amusement_parks>;;
2584;<subject, Films_set_on_islands>;;
5754;<studio, Amblin_Entertainment>;;
13469;<subject, Films_directed_by_Steven_Spielberg>;;
1621;<subject, Films_with_live_action_and_animation>;;
8656;<distributor, Universal_Pictures>;;
2321;<subject, Films_produced_by_Kathleen_Kennedy>;;
6881;<cinematography, Dean_Cundey>;;
2060;<starring, Jeff_Goldblum>;;
3975;<subject, Films_shot_in_Hawaii>;;
4785;<subject, Universal_Pictures_films>;;
1403;<subject, Films_set_in_Montana>;;
2312;<subject, American_science_fiction_thriller_films>;;
1894;<subject, Films_based_on_science_fiction_novels>;;
5535;<productionCompany, Amblin_Entertainment>;;
1414;<starring, Sam_Neill>;;
1366;<producer, Kathleen_Kennedy_(producer)>;;
333;<starring, Viggo_Mortensen>;;
830;<music, Hans_Zimmer>;;
406;<subject, Films_about_the_United_States_Navy>;;
1215;<musicComposer, Hans_Zimmer>;;
1084;<subject, Films_about_nuclear_war_and_weapons>;;
1184;<subject, Films_scored_by_Hans_Zimmer>;;
482;<starring, Will_Patton>;;
887;<subject, Films_set_in_Houston>;;
1167;<subject, Films_set_in_Florida>;;
1929;<subject, 1990s_disaster_films>;;
1643;<subject, Films_set_in_the_White_House>;;
915;<subject, Films_set_in_Paris>;;
3373;<director, subject, César_Honorary_Award_recipients>;;
8911;<director, subject, American_male_screenwriters>;;
499;<writer, subject, César_Honorary_Award_recipients>;;
66;<producer, education, New_York_University>;;
5914;<director, subject, 20th-century_American_male_actors>;;
1769;<writer, subject, 21st-century_American_male_actors>;;
4516;<director, subject, 21st-century_American_male_actors>;;
1668;<writer, subject, 20th-century_American_male_actors>;;
1789;<producer, subject, English-language_film_directors>;;
5033;<cinematography, subject, Living_people>;;
696;<writer, subject, Film_directors_from_New_York_City>;;
430;<writer, subject, Male_actors_from_New_York_City>;;
202;<producer, subject, 1957_births>;;
448;<productionCompany, services, Filmmaking>;;
187;<producer, subject, American_music_video_directors>;;
221;<producer, subject, César_Honorary_Award_recipients>;;
79;<director, subject, 1957_births>;;
4747;<writer, subject, English-language_film_directors>;;
31;<writer, subject, 1957_births>;;
586;<producer, subject, Screenwriters_from_New_York_(state)>;;
894;<producer, birthPlace, New_York_City>;;
7909;<director, subject, Film_directors_from_California>;;
7494;<director, subject, American_male_film_actors>;;
241;<director, subject, Writers_from_New_York_City>;;
261;<director, Spike_Lee>;;
125;<subject, Films_directed_by_Spike_Lee>;;
115;<producer, Spike_Lee>;;
115;<subject, 40_Acres_&_A_Mule_Filmworks_films>;;
115;<productionCompany, 40_Acres_and_a_Mule_Filmworks>;;
23;<director, subject, Morehouse_College_alumni>;;
23;<director, spouse, Tonya_Lewis_Lee>;;
47;<director, subject, Sports_spectators>;;
245;<productionCompany, location, New_York_(state)>;;
162;<director, subject, African-American_film_producers>;;
23;<producer, birthPlace, Atlanta>;;
23;<producer, relatives, Cinqué_Lee>;;
23;<producer, subject, Male_actors_from_Atlanta>;;
47;<director, education, Morehouse_College>;;
23;<producer, subject, People_from_Fort_Greene,_Brooklyn>;;
54;<writer, subject, African-American_television_producers>;;
23;<producer, works, Spike_Lee_filmography>;;
508;<musicComposer, subject, Columbia_Records_artists>;;
23;<director, works, Spike_Lee_filmography>;;
47;<director, subject, Screenwriters_from_Georgia_(U.S._state)>;;
47;<writer, subject, African-American_male_actors>;;
23;<producer, hometown, Brooklyn,_New_York>;;
47;<director, subject, Male_actors_from_Atlanta>;;
196;<director, subject, African-American_film_directors>;;
47;<director, subject, People_from_Fort_Greene,_Brooklyn>;;
23;<producer, parent, Bill_Lee_(musician)>;;
23;<director, birthPlace, Atlanta>;;
23;<director, parent, Bill_Lee_(musician)>;;
23;<producer, title, List_of_awards_and_nominations_received_by_Spike_Lee>;;
23;<producer, sameAs, 100242985>;;
23;<director, subject, Writers_from_Atlanta>;;
23;<director, parents, Bill_Lee_(musician)>;;
23;<producer, subject, Sports_spectators>;;
254;<director, subject, People_from_the_Upper_East_Side>;;
23;<productionCompany, areaServed, World>;;
23;<productionCompany, regionServed, World>;;
23;<producer, subject, People_from_the_Upper_East_Side>;;
23;<director, award, List_of_awards_and_nominations_received_by_Spike_Lee>;;
23;<producer, spouse, Tonya_Lewis_Lee>;;
172;<director, subject, Television_producers_from_New_York_City>;;
23;<director, relatives, David_Lee_(still_photographer)>;;
47;<director, relative, Joie_Lee>;;
23;<director, relative, David_Lee_(still_photographer)>;;
23;<director, title, List_of_awards_and_nominations_received_by_Spike_Lee>;;
23;<director, relatives, Malcolm_D._Lee>;;
23;<productionCompany, isPrimaryTopicOf, 40_Acres_and_a_Mule_Filmworks>;;
47;<producer, subject, African-American_film_producers>;;
23;<producer, subject, Spike_Lee>;;
23;<director, subject, Academy_Honorary_Award_recipients>;;
23;<director, board, 40_Acres_and_a_Mule_Filmworks>;;
23;<productionCompany, depiction, 40_Acres_&_A_Mule_Filmworks_by_David_Shankbone.jpg>;;
121;<director, subject, African-American_television_producers>;;
23;<director, core#exactMatch, i95930>;;
81;<subject, core#broader, Films_by_African-American_directors>;;
23;<producer, subject, Morehouse_College_alumni>;;
23;<producer, occupation, Spike_Lee__PersonFunction__1>;;
54;<producer, subject, African-American_screenwriters>;;
47;<productionCompany, subject, American_companies_established_in_1986>;;
23;<director, awards, List_of_awards_and_nominations_received_by_Spike_Lee>;;
124;<subject, Films_with_screenplays_by_Spike_Lee>;;
113;<writer, Spike_Lee>;;
74;<musicComposer, Terence_Blanchard>;;
74;<subject, Films_scored_by_Terence_Blanchard>;;
1199;<starring, Sylvester_Stallone>;;
436;<subject, American_sports_drama_films>;;
235;<starring, Burt_Young>;;
1471;<subject, United_Artists_films>;;
1239;<cinematography, Bill_Butler_(cinematographer)>;;
333;<producer, Irwin_Winkler>;;
304;<subject, Films_set_in_Philadelphia>;;
310;<subject, American_boxing_films>;;
3333;<subject, Drama_films_based_on_actual_events>;;
2287;<subject, American_crime_thriller_films>;;
1961;<subject, American_independent_films>;;
2069;<subject, Films_set_in_the_1940s>;;
226;<subject, Films_about_racism>;;
17571;<subject, United_States_National_Film_Registry_films>;;
1193;<subject, 1990s_biographical_drama_films>;;
213;<subject, Films_scored_by_Bill_Conti>;;
213;<musicComposer, Bill_Conti>;;
213;<music, Bill_Conti>;;
1676;<subject, Films_set_in_the_Las_Vegas_Valley>;;
388;<editing, Don_Zimmerman_(film_editor)>;;
553;<productionCompany, United_Artists>;;
1060;<subject, Films_shot_in_the_Las_Vegas_Valley>;;
548;<studio, United_Artists>;;
1356;<distributor, Metro-Goldwyn-Mayer>;;
178;<subject, Crime_films_based_on_actual_events>;;
1138;<subject, 1999_drama_films>;;
182;<subject, Italian-language_films>;;
560;<subject, 2000_comedy_films>;;
5;<subject, American_documentary_films>;;
1042;<subject, Films_shot_in_North_Carolina>;;
1179;<subject, 1992_films>;;
555;<subject, Films_set_in_the_1930s>;;
408;<subject, Fiction_narrated_by_a_dead_person>;;
204;<subject, 1992_drama_films>;;
98;<subject, American_political_drama_films>;;
605;<subject, Films_set_in_the_1920s>;;
641;<subject, Films_about_race_and_ethnicity>;;
354;<starring, Denzel_Washington>;;
428;<subject, 1990s_romantic_drama_films>;;
385;<subject, Murder_in_films>;;
638;<subject, African-American_films>;;
99;<starring, John_Turturro>;;
369;<subject, Films_set_in_Manhattan>;;
954;<distributor, Universal_Studios>;;
411;<subject, Films_about_prostitution_in_the_United_States>;;
134;<subject, 1991_drama_films>;;
316;<subject, Films_set_in_Brooklyn>;;
994;<subject, Films_about_drugs>;;
176;<subject, Filicide_in_fiction>;;
109;<subject, Films_about_interracial_romance>;;
366;<starring, Wesley_Snipes>;;
811;<subject, Films_about_dysfunctional_families>;;
2083;<subject, Obscenity_controversies_in_film>;;
1147;<subject, 1993_drama_films>;;
1258;<subject, American_black-and-white_films>;;
1265;<subject, Films_whose_writer_won_the_Best_Adapted_Screenplay_BAFTA_Award>;;
2494;<subject, 1993_films>;;
1424;<subject, American_biographical_drama_films>;;
3374;<subject, Films_whose_writer_won_the_Best_Adapted_Screenplay_Academy_Award>;;
2992;<subject, Best_Film_BAFTA_Award_winners>;;
7694;<subject, Films_whose_director_won_the_Best_Director_Golden_Globe>;;
969;<subject, Films_about_Jews_and_Judaism>;;
1969;<subject, 1990s_historical_films>;;
1667;<subject, Films_whose_director_won_the_Best_Direction_BAFTA_Award>;;
1419;<subject, National_Society_of_Film_Critics_Award_for_Best_Film_winners>;;
7266;<subject, Best_Picture_Academy_Award_winners>;;
8722;<subject, Best_Drama_Picture_Golden_Globe_winners>;;
15614;<subject, core#broader, Award-winning_works>;;
9686;<musicComposer, subject, 21st-century_classical_composers>;;
13782;<music, subject, UCLA_School_of_the_Arts_and_Architecture_alumni>;;
9302;<music, subject, 21st-century_classical_composers>;;
10355;<subject, core#broader, Film_award_winners>;;
10263;<musicComposer, subject, American_contemporary_classical_composers>;;
12754;<musicComposer, subject, MCA_Records_artists>;;
9118;<subject, core#broader, British_Academy_Film_Awards_winners>;;
8821;<music, subject, American_contemporary_classical_composers>;;
9958;<musicComposer, subject, Sony_Classical_Records_artists>;;
2921;<starring, subject, English_male_television_actors>;;
7319;<musicComposer, subject, 20th-century_classical_composers>;;
10216;<subject, core#broader, American_films>;;
8611;<musicComposer, subject, American_classical_composers>;;
2547;<starring, subject, English_male_film_actors>;;
6628;<music, subject, 20th-century_classical_composers>;;
13734;<editing, subject, Best_Film_Editing_Academy_Award_winners>;;
7619;<music, subject, 20th-century_American_conductors_(music)>;;
7989;<musicComposer, subject, 20th-century_American_conductors_(music)>;;
2304;<starring, subject, 20th-century_English_male_actors>;;
34035;<director, subject, Science_Fiction_Hall_of_Fame_inductees>;;
2166;<starring, subject, American_people_of_Scotch-Irish_descent>;;
30467;<director, subject, Special_effects_people>;;
10661;<musicComposer, subject, Honorary_Members_of_the_Royal_Academy_of_Music>;;
11865;<music, isPrimaryTopicOf, John_Williams>;;
13011;<musicComposer, subject, American_classical_trombonists>;;
11857;<musicComposer, subject, Deutsche_Grammophon_artists>;;
12556;<musicComposer, homepage, >;;
11220;<music, subject, Kennedy_Center_honorees>;;
11491;<musicComposer, subject, Composers_for_trombone>;;
11189;<music, subject, United_States_National_Medal_of_Arts_recipients>;;
10701;<musicComposer, subject, American_conductors_(music)>;;
10985;<music, depiction, John_Williams_tux.jpg>;;
10669;<musicComposer, subject, Hollywood_Records_artists>;;
10074;<music, subject, Atlantic_Records_artists>;;
10321;<musicComposer, subject, John_Williams>;;
10243;<music, birthPlace, Floral_Park,_New_York>;;
10212;<musicComposer, title, List_of_awards_and_nominations_received_by_John_Williams>;;
9994;<subject, core#broader, Compositions_by_John_Williams>;;
9961;<musicComposer, isPrimaryTopicOf, John_Williams>;;
9881;<music, title, List_of_awards_and_nominations_received_by_John_Williams>;;
9614;<musicComposer, subject, United_States_Air_Force_airmen>;;
9319;<music, subject, Hollywood_Records_artists>;;
8429;<music, subject, DreamWorks_Records_artists>;;
8921;<music, subject, 20th-century_trombonists>;;
7605;<music, subject, Honorary_Members_of_the_Royal_Academy_of_Music>;;
8603;<music, subject, Warner_Records_artists>;;
8438;<musicComposer, occupation, John_Williams__PersonFunction__1>;;
7921;<musicComposer, subject, People_from_Queens,_New_York>;;
7796;<music, sameAs, 102340285>;;
7664;<music, subject, Edison_Classical_Music_Awards_Oeuvreprijs_winners>;;
7063;<musicComposer, subject, 1932_births>;;
8625;<subject, core#broader, Best_Sound_Mixing_Academy_Award_winners>;;
7278;<musicComposer, title, Boston_Pops_Orchestra>;;
3247;<music, subject, American_film_score_composers>;;
6924;<subject, American_sequel_films>;;
3220;<subject, 1997_films>;;
2476;<subject, 1997_drama_films>;;
6132;<subject, Films_adapted_into_video_games>;;
660;<subject, Edgar_Award-winning_works>;;
2343;<subject, American_neo-noir_films>;;
6785;<subject, English-language_films>;;
3701;<subject, Films_adapted_into_comics>;;
1336;<subject, 1980_films>;;
3732;<subject, Films_set_in_the_future>;;
1517;<subject, Films_set_in_psychiatric_hospitals>;;
1457;<subject, StudioCanal_films>;;
1030;<productionCompany, Carolco_Pictures>;;
1236;<subject, Films_set_in_1995>;;
2360;<starring, Arnold_Schwarzenegger>;;
